id,gps_height,longitude,latitude,amount_tsh,num_private,construction_year,population,date_recorded
51058,1645.0,29.74706567,-4.49556758,0.0,0,2009.0,156,1/21/13
22308,1273.0,37.42275132,-3.31753648,0.0,0,1974.0,140,2/25/13
55012,200.0,39.37077651,-9.94253166,500.0,0,2011.0,260,1/16/13
20145,-5.27688743527,31.10425712,-1.73536124,0.0,0,-3.69212276696,0,7/11/11
19685,1443.0,37.61112572,-3.2635263,0.0,0,2000.0,1,3/5/13
69124,1256.0,37.06168837,-3.19198926,0.0,0,2002.0,1,3/16/13
46804,8.00150060853,36.1083125,-5.79099991,0.0,0,-7.38967373182,0,3/23/11
6696,180.0,38.36355454,-6.63610419,50.0,0,2004.0,150,3/16/11
57238,1481.0,37.49233371,-3.29062725,0.0,0,1972.0,180,3/19/13
12402,1638.0,34.47835586,-9.71590954,0.0,0,1992.0,70,3/11/11
41583,-41.0,39.81291224,-7.8899863,0.0,0,-9.02731359913,100,2/23/11
57355,1546.0,36.61869946,-3.29300336,0.0,0,2000.0,200,3/28/13
67359,2.0708133237,33.85434473,-9.63851993,0.0,0,5.06526085778,0,7/16/11
60048,-0.643642121398,35.85837259,-4.6479063,0.0,0,3.58708389144,0,3/27/11
16583,1955.0,35.89026429,-8.22439872,4000.0,0,2003.0,100,2/20/11
25,1348.0,30.6133054,-3.89456056,0.0,0,2002.0,230,2/11/13
70238,710.0,37.42002692,-3.47684942,25.0,0,2008.0,50,10/3/13
12796,2469.0,33.92790176,-9.20464923,500.0,0,1986.0,0,3/12/11
52019,1803.0,34.81457364,-9.03250291,500.0,0,2011.0,250,7/7/11
19282,1642.0,34.96778863,-4.62892053,0.0,0,1980.0,1,1/15/13
1843,1007.0,36.80607857,-3.47855934,20.0,0,2000.0,100,3/18/13
12958,7.99106445394,33.34526033,-3.83899753,0.0,0,8.86507230724,0,10/22/12
45111,240.0,39.08741514,-11.00060373,20.0,0,2004.0,30,2/5/13
13620,-0.425609442638,33.5406067,-9.17290468,0.0,0,36.1007442176,0,7/27/11
18864,1982.0,35.87141325,-8.22756303,4000.0,0,2003.0,70,2/20/11
25182,2169.0,34.44128349,-9.18987766,1500.0,0,2007.0,20,4/4/11
3228,783.0,37.37285829,-3.34929238,20.0,0,2008.0,10,2/21/13
19308,1545.0,32.04683486,-8.57166114,0.0,0,1973.0,200,8/18/11
10745,-0.887970344754,33.95816322,-9.44812238,0.0,0,-0.72599919373,0,7/31/11
32376,4.2147132002,-0.13859145925,-2e-08,0.0,0,1.41573674478,0,8/1/11
9417,19.6917154602,30.98302258,-1.68065404,0.0,0,-99.7570977617,0,7/14/11
68724,766.0,37.34816881,-3.35653763,20.0,0,2008.0,1,2/22/13
74197,962.0,37.47943592,-3.36819761,6.0,0,2008.0,45,7/3/13
22961,1583.0,36.72112734,-3.33981163,0.0,0,2009.0,150,8/3/13
24593,1703.0,35.56134607,-3.80687858,0.0,0,2000.0,456,1/22/13
31714,16.3038509124,31.45428168,-1.56388609,0.0,0,-26.1171019021,0,7/7/11
29952,190.0,38.78943655,-5.11324963,0.0,0,1999.0,200,3/13/11
40393,1670.0,38.37667127,-4.6472895,0.0,0,1992.0,1,3/22/11
2127,954.0,29.66972029,-4.77975837,500.0,0,1985.0,567,1/16/13
8265,1365.0,36.94745079,-3.35002587,0.0,0,2002.0,130,5/3/13
67433,1538.0,34.76272634,-4.30776106,0.0,0,2004.0,225,1/19/13
51072,1415.0,34.62159801,-5.17313618,0.0,0,1970.0,1,2/9/13
34255,1788.0,34.89725735,-9.2035221,0.0,0,2010.0,50,2/22/11
22108,-15.0514433521,30.71609028,-1.2857798,0.0,0,26.7040684406,0,7/31/11
4720,1366.0,34.55789311,-8.88959406,0.0,0,1978.0,54,1/4/11
54801,1694.0,29.76800862,-4.47180947,0.0,0,2004.0,1,2/4/13
21990,303.0,35.81898147,-8.93495018,200.0,0,1995.0,280,3/5/11
17386,-4.87934977849,34.46222769,-8.57578037,0.0,0,-37.5590753673,0,3/31/11
41609,7.18413004241,34.24718,-8.60751263,0.0,0,-34.0145110434,0,4/4/11
35715,1565.0,34.6570345,-1.88801974,0.0,0,1991.0,200,2/27/13
53970,1153.0,30.41995839,-4.27996794,500.0,0,2009.0,1,1/16/13
62971,-7.70696745591,31.79687285,-1.35148627,0.0,0,-50.8142634675,0,8/7/11
63542,2049.0,34.68047144,-9.3264772,500.0,0,2008.0,75,3/23/11
15622,905.0,36.93165941,-3.55703413,0.0,0,1974.0,140,3/18/13
12903,406.0,38.58082367,-4.8348356,0.0,0,1992.0,900,3/30/11
52561,-51.0219724609,32.25500494,-3.36190077,0.0,0,9.97227076825,0,10/23/12
19415,2328.0,34.28447604,-9.27156548,0.0,0,2002.0,0,3/2/11
65531,427.0,37.7229531,-7.02426273,0.0,0,2004.0,100,3/4/11
3675,1331.0,36.75793224,-3.3747906,0.0,0,2011.0,360,3/14/13
34383,-38.9590083505,33.53890869,-3.36161167,0.0,0,-109.950299438,0,10/22/12
30423,1185.0,34.19057512,-1.60969058,0.0,0,2002.0,544,10/18/12
68717,-14.9829844741,32.18551701,-2.37877187,0.0,0,-16.5846679727,0,8/8/11
3688,1701.0,35.73447433,-7.91231657,500.0,0,2000.0,441,2/20/11
30537,-8.90489149584,31.55890304,-2.02646851,0.0,0,-3.9639884844,0,9/5/11
27312,159.0,38.35356668,-6.63869562,50.0,0,2008.0,20,3/12/11
22143,-13.0036658837,35.87817211,-5.89186837,0.0,0,-4.57672210113,0,4/11/11
43237,1002.0,29.67098869,-4.7268496,200.0,0,2006.0,120,1/17/13
62591,212.0,38.96294513,-10.47656619,0.0,0,2006.0,280,1/20/13
39920,18.0,38.89040167,-6.55790327,200.0,0,1987.0,40,3/23/11
70892,1560.0,35.51217404,-4.44803987,0.0,0,2008.0,221,2/18/13
48593,-22.4167328605,31.45311103,-1.19438963,0.0,0,-38.705051615,0,7/11/11
26419,1471.0,30.21673046,-4.34106206,250.0,0,2007.0,950,1/27/13
68554,1274.0,30.12668109,-4.23637808,500.0,0,1978.0,1430,2/11/13
29083,11.9140212028,33.0795039,-3.00965923,0.0,0,17.1465226068,0,8/4/11
33379,1000.0,35.54217277,-10.80885305,0.0,0,1978.0,0,2/19/13
43206,-7.38176528389,33.23583842,-3.56601953,0.0,0,-62.8586232382,0,10/6/12
41743,98.0,39.04298326,-4.99423737,0.0,0,1962.0,110,8/4/11
17970,1128.0,34.56343795,-4.09374985,0.0,0,2010.0,256,1/17/13
25693,1352.0,30.65026741,-3.55486258,0.0,0,2002.0,150,2/5/13
39364,701.0,36.95075936,-11.31324316,50.0,0,2011.0,1,2/13/13
57580,1409.0,37.17489041,-3.21646394,10.0,0,1999.0,75,2/26/13
23000,744.0,37.61640658,-3.56996907,1000.0,0,2010.0,320,2/16/13
59902,8.99028260426,33.69790014,-3.26949691,0.0,0,-14.3570641293,0,2/17/13
60371,9.10351213282,31.7673009,-3.0251057,0.0,0,23.6549467696,0,7/21/11
74246,1428.0,35.63048144,-7.71054858,50.0,0,2000.0,1,3/7/11
7116,0.947225760346,33.80508085,-9.1306743,0.0,0,0.567126365432,0,7/12/11
64063,1295.0,36.90832887,-3.33074309,0.0,0,2004.0,120,5/3/13
59983,1207.0,36.87553547,-3.3445666,0.0,0,2005.0,120,7/3/13
10784,-7.23894738621,31.48904738,-3.26790435,0.0,0,4.50737365773,0,7/17/11
49503,0.547870067195,33.23267014,-9.26648533,0.0,0,-28.2751658562,0,4/7/11
54248,-27.8822664328,36.55702857,-6.37279744,0.0,0,33.4683674133,0,4/10/11
24409,-17.7475453682,31.66327256,-1.08048548,0.0,0,-7.11473702407,0,7/17/11
21068,445.0,37.48747402,-6.82950072,0.0,0,1997.0,90,3/7/11
62341,1191.0,33.35647131,-2.06349369,0.0,0,2000.0,804,1/22/13
10837,1339.0,34.44864527,-2.02266257,0.0,0,1997.0,600,10/29/12
35458,1348.0,37.02381013,-5.5923447,50.0,0,2004.0,1,2/26/13
36038,2073.0,34.22303933,-9.3449213,100.0,0,2000.0,0,2/25/11
64447,-5.95306530985,31.57239755,-1.42926609,0.0,0,-11.3390933764,0,7/14/11
22897,-6.6943429782,31.4647567,-2.77016894,0.0,0,31.7993950459,0,7/22/11
2915,1302.0,36.77862138,-2.55618033,0.0,0,2012.0,370,3/14/13
14016,-0.465197749699,33.87310388,-9.29061569,0.0,0,-0.475665238516,0,4/7/11
69525,18.026011468,32.071081,-5.06726885,0.0,0,14.029567659,0,10/11/12
73061,1455.0,34.71064345,-5.18676616,50.0,0,2000.0,50,2/14/13
42031,2050.0,34.64835709,-9.31731152,500.0,0,2008.0,305,3/23/11
33235,5.83042662709,32.95155946,-3.77939282,0.0,0,19.8994389609,0,10/5/12
41839,11.812812606,32.99370088,-2.69044203,0.0,0,5.21170897589,0,7/27/11
62002,-27.0865804996,31.6012707,-2.93012242,0.0,0,-33.120795118,0,7/19/11
6106,976.0,36.84150658,-3.49366766,20.0,0,1497.19919912,150,3/16/13
25915,-5.62082263103,33.86126585,-8.68481006,0.0,0,13.2925130199,0,4/15/11
20673,9.89932674071,32.54432125,-4.07660522,0.0,0,31.688520894,0,10/23/12
59475,1282.0,38.32726235,-4.4646702,0.0,0,2008.0,1,3/5/11
24012,2050.0,34.68859705,-9.69622598,0.0,0,2007.0,50,3/17/11
69107,-3.25285175121,32.41352249,-9.09504292,0.0,0,-14.7347481781,0,7/11/11
64062,11.0,39.88898115,-10.13363156,30.0,0,2006.0,1,1/25/13
44002,-25.6501547115,31.19411613,-3.06136744,0.0,0,-2.00745138204,0,7/16/11
37471,21.4543905064,31.64732214,-2.78450823,0.0,0,2.73576527257,0,7/22/11
49585,22.5282753444,33.86084491,-9.59608383,0.0,0,-5.06727775314,0,10/7/11
60852,471.0,37.82346185,-6.7716987,20.0,0,2004.0,150,3/17/11
64130,19.9724433497,32.78502522,-5.41803094,0.0,0,25.9179324117,0,10/23/12
17687,385.0,37.44310991,-6.29976667,0.0,0,1974.0,1,8/3/11
38876,350.0,37.88687839,-6.86199999,0.0,0,1972.0,1,2/24/11
28669,12.0,39.1857105,-6.89259326,50.0,0,1973.89481864,150,3/21/13
73769,47.3893151793,31.65326799,-1.59857903,0.0,0,-240.829113134,0,8/2/11
66521,1603.0,34.98887131,-8.91132497,2000.0,0,2010.0,40,2/3/11
53167,1.0,39.6002343,-10.02772132,0.0,0,1987.0,200,1/24/13
24232,13.5037712637,34.35839958,-8.69424705,0.0,0,-3.85125094514,0,4/7/11
65788,1589.0,34.45547821,-1.24644694,0.0,0,2008.0,1600,10/21/12
72981,-3.39754152449,33.78421925,-8.77994557,0.0,0,-51.1785133969,0,4/16/11
60983,-15.0,39.52711433,-6.98874758,0.0,0,1970.0,50,3/16/13
37768,1481.0,34.56387749,-1.72068493,0.0,0,1996.0,400,2/22/13
64880,1595.0,29.80857829,-4.46052001,0.0,0,1996.0,590,2/3/13
32871,531.0,37.41877342,-10.91557638,400.0,0,2009.0,1,2/24/13
45564,-2.02703841258,33.54480544,-8.9288387,0.0,0,37.0095932058,0,4/2/11
23519,-3.01966883921,32.17244285,-3.64330972,0.0,0,-0.372635336537,0,10/19/12
50173,22.5700828906,34.08915375,-3.12214007,0.0,0,15.1002453567,0,10/20/12
66843,101.0,39.55938321,-9.70159734,0.0,0,2010.0,1,1/30/13
13815,1562.0,34.94546531,-8.86866011,1000.0,0,2009.0,250,3/3/11
36591,1481.0,32.06591365,-8.68875072,0.0,0,1986.0,450,8/17/11
71845,1445.0,34.68050209,-8.84136926,500.0,0,1978.0,80,3/28/11
42180,1242.0,30.26413388,-4.52564753,1200.0,0,1977.0,560,1/21/13
63632,-30.4425750504,33.16358148,-2.54645921,0.0,0,62.4721066035,0,7/23/11
55594,1231.0,35.0800974,-5.32212056,0.0,0,2009.0,2500,1/25/13
11787,-14.3081959792,33.43789893,-4.42476057,0.0,0,16.0592918354,0,10/23/12
48528,1076.0,30.90475149,-5.10070113,0.0,0,2010.0,1050,2/6/13
72678,-30.6746316379,-0.128018920342,-2e-08,0.0,0,-20.3081480487,0,1/30/13
50970,262.0,39.08229758,-10.9753631,20.0,0,2004.0,36,2/5/13
37840,935.0,35.98642477,-10.73055089,0.0,0,1983.0,540,2/27/13
44258,823.0,31.7799078,-7.80637606,0.0,0,1972.0,300,8/11/11
10715,217.0,38.33493265,-6.45446888,40.0,0,2010.0,12,3/9/11
12120,253.0,36.70397575,-8.12006358,500.0,0,1997.0,450,3/18/11
67980,665.0,36.70991445,-6.64260892,300.0,0,1997.0,632,3/11/11
41635,1783.0,31.52365762,-8.17864388,500.0,0,1972.0,50,7/16/11
14884,961.0,35.7005422,-3.81945703,0.0,0,2012.0,245,3/7/13
56725,16.397290098,0.486357853493,-2e-08,0.0,0,4.54881513088,0,1/17/13
33037,-20.2798633389,33.20344175,-9.07440778,0.0,0,-11.3814498133,0,8/14/11
22190,183.0,38.76743559,-5.17227682,0.0,0,2008.0,600,3/12/11
47459,1592.0,35.63419525,-7.85014451,1000.0,0,1984.0,1,3/2/11
68908,-21.0,39.67094346,-7.90660636,0.0,0,5.31295108974,32,3/5/11
62670,1589.0,36.8272342,-3.18469585,0.0,0,2006.0,120,9/3/13
60866,1485.0,32.06802448,-8.68938706,0.0,0,1986.0,59,8/17/11
2136,-16.0,39.8543204,-7.78306327,0.0,0,17.6920473384,230,2/22/11
33320,1823.0,35.76391894,-8.08918663,0.0,0,2009.0,1,2/16/11
58126,-2.56648899943,33.01476219,-8.43639754,0.0,0,3.95792376178,0,4/3/11
45604,-10.7874165551,31.51225219,-1.13959123,0.0,0,-17.7756185029,0,7/9/11
67428,3.46317182889,33.72402918,-8.93211477,0.0,0,-30.3303581371,0,4/12/11
52318,15.4687301309,33.85161987,-8.82993517,0.0,0,-6.61981829563,0,4/14/11
33347,1660.0,34.88475031,-4.89751605,0.0,0,2010.0,1,1/25/13
36684,1705.0,34.95840922,-8.51078169,0.0,0,2000.0,0,3/10/11
41034,1712.0,35.2725042,-8.19550192,1000.0,0,493.951667343,0,2/24/11
112,128.0,38.34276796,-6.60873088,30.0,0,2010.0,50,3/14/11
4807,1768.0,34.71600987,-9.12973959,25000.0,0,1987.0,25,4/14/11
41845,232.0,39.77883219,-10.60671713,50.0,0,2011.0,150,2/22/13
6065,1567.0,37.89233459,-4.36699297,1500.0,0,1978.0,500,3/25/13
37187,1607.0,37.59718978,-3.08465534,0.0,0,1962.0,1,2/28/13
26540,1135.0,33.50998861,-2.15235319,50.0,0,1978.0,100,1/18/13
8879,-9.27044499634,33.78466711,-3.72624692,0.0,0,135.901750275,0,10/10/12
30377,41.2080932998,30.75176889,-2.54922891,0.0,0,50.1387152984,0,8/1/11
20203,1539.0,34.89458362,-4.49407781,0.0,0,1990.0,1,2/27/13
8060,1768.0,34.89930829,-9.20451104,500.0,0,2010.0,40,2/22/11
59630,1593.0,34.9203231,-8.83707693,500.0,0,2009.0,40,7/3/11
10068,11.3399901312,30.49985221,-2.5554993,0.0,0,20.6677795366,0,7/27/11
34609,6.62303686135,31.77582328,-1.33162743,0.0,0,2.90992823263,0,8/5/11
26701,-8.79589242835,32.85025146,-9.01509636,0.0,0,-28.8951540205,0,7/20/11
46897,1315.0,36.78231907,-3.36937009,0.0,0,2012.0,400,3/13/13
34636,205.0,38.23544422,-6.63641192,10.0,0,1982.0,100,3/15/11
52520,1685.0,35.88015611,-3.25083059,10.0,0,2009.0,200,3/18/13
75,1397.0,34.5688417,-8.91716508,0.0,0,1978.0,20,1/4/11
31626,-4.99051493296,33.82643865,-9.52747959,0.0,0,-48.1069990239,0,7/18/11
3181,1232.0,30.35823687,-5.56948805,0.0,0,1985.0,100,1/20/13
43098,-19.2514184046,33.24244114,-9.31914172,0.0,0,-16.7151375438,0,4/4/11
37008,1055.0,37.82287905,-4.14888473,1000.0,0,2011.0,450,3/3/13
34853,-0.45281038476,33.93868915,-9.61165417,0.0,0,0.0132135386323,0,11/7/11
48752,744.0,37.35509612,-3.40154092,0.0,0,1976.0,1,4/4/13
31132,9.4056921396,33.10016187,-3.81255032,0.0,0,18.4242650029,0,10/16/12
37562,1897.0,36.65057433,-3.2526794,500.0,0,2000.0,150,3/23/13
28740,-27.8527561666,33.10623082,-9.03216574,0.0,0,87.9798079895,0,4/10/11
30257,1620.0,34.96353666,-4.67802251,0.0,0,2010.0,30,1/15/13
53212,1661.0,37.95878138,-4.43495404,0.0,0,2002.0,140,3/21/13
40729,1297.0,36.97044487,-3.34985393,0.0,0,2002.0,90,4/3/13
48695,1071.0,29.88356158,-4.59970578,750.0,0,2005.0,570,2/8/13
35140,120.0,38.93735313,-6.70497547,0.0,0,1988.0,1,3/21/11
46814,1201.0,33.35805782,-2.07269915,0.0,0,2009.0,1,1/22/13
7721,966.0,37.08879175,-6.01081035,0.0,0,1996.0,700,4/5/11
63695,1481.0,34.64498869,-4.74212404,0.0,0,2005.0,111,1/16/13
7171,-9.12682973713,32.16614798,-3.64794666,0.0,0,6.8360687265,0,10/15/12
58838,-12.0149762257,32.91684591,-2.84922488,0.0,0,22.4794678845,0,8/7/11
61046,-3.59365865413,38.4687019,-5.13246175,20.0,0,1999.0,120,4/2/11
68347,1281.0,33.00023911,-2.07363796,0.0,0,1982.0,350,7/27/11
14746,1641.0,34.98778437,-4.64321463,0.0,0,2000.0,1,1/16/13
14952,508.0,39.33063258,-10.99280378,10.0,0,2006.0,630,1/20/13
64334,1556.0,35.53081946,-4.50268446,0.0,0,2008.0,270,2/19/13
72374,-3.84149178217,33.333789,-8.95920754,0.0,0,-12.8854107097,0,3/28/11
33169,5.08420468835,33.2773436,-4.20136566,0.0,0,-9.84526121162,0,2/14/13
4907,373.0,37.50789059,-6.26635194,500.0,0,2005.0,1,2/27/11
49994,20.374082111,33.0591187,-8.5683947,0.0,0,7.65172351396,0,4/14/11
59588,102.0,38.9738897,-5.12551864,0.0,0,1391.99384056,100,8/8/11
46893,1261.0,36.83283068,-6.09538776,50.0,0,2006.0,250,3/30/11
16944,8.02203759494,31.73311371,-2.47636967,0.0,0,-17.0485341302,0,7/11/11
35828,27.6587621462,35.62759083,-6.03113722,0.0,0,42.7533579915,0,3/30/11
24377,-16.2822594153,39.09126059,-4.9549518,0.0,0,2009.0,200,3/2/11
51694,1007.0,35.06153079,-7.91507677,2000.0,0,1989.0,1,3/9/11
70241,4.24640441691,31.80083428,-1.31490138,0.0,0,4.81608120037,0,8/4/11
1780,1114.0,35.87761667,-7.42197042,2000.0,0,1991.0,1,3/15/11
39490,165.0,38.70152604,-5.13617489,0.0,0,2004.0,1000,3/19/11
21704,1421.0,37.43964118,-3.31993627,6.0,0,2008.0,30,6/3/13
35193,-19.0,39.24417821,-7.36829284,0.0,0,2007.0,500,3/16/11
24948,1244.0,34.63225535,-8.72031632,500.0,0,2009.0,55,3/27/11
6076,357.0,38.79470824,-10.57239234,100.0,0,1975.0,1700,1/22/13
18451,1612.0,37.5816604,-3.2649629,0.0,0,1960.0,1,3/29/13
13042,5.59372778701,0.161076778234,-2e-08,0.0,0,16.6226490528,0,10/29/12
34877,1790.0,34.3039125,-9.5043126,5000.0,0,2003.0,0,3/5/11
10891,-9.73352695141,32.50515031,-3.91165507,0.0,0,-24.3951436575,0,10/28/12
33500,-8.09378031864,-0.245309577629,-2e-08,0.0,0,-22.9277925658,0,7/18/11
1012,64.0,39.76790839,-10.37243798,0.0,0,1986.0,800,2/3/13
4321,1591.0,35.62422947,-7.86001982,1000.0,0,1984.0,1,3/2/11
41162,1536.0,31.04447027,-7.50921781,0.0,0,1987.0,1,7/15/11
31957,8.93583955301,31.45223354,-1.29523982,0.0,0,10.8935871762,0,7/11/11
15815,844.0,35.06630886,-5.85530454,0.0,0,1974.0,250,1/19/13
47462,-22.0235568062,35.63768716,-6.32118,0.0,0,-14.7244683364,0,4/2/11
28110,9.47310886776,33.0849318,-3.75139073,0.0,0,-17.6983855249,0,10/12/12
52448,14.6198669004,35.91196769,-5.79362559,0.0,0,10.6717751963,0,3/18/11
18832,1257.0,36.76604605,-3.39285751,0.0,0,2011.0,210,3/14/13
62720,1572.0,30.12658076,-4.43681809,250.0,0,2008.0,320,2/14/13
14326,625.0,37.56451071,-4.18247567,0.0,0,2011.0,87,3/16/13
36933,-2.23305041388,33.30381177,-8.95958218,0.0,0,29.3846341927,0,3/28/11
65093,338.0,38.80660601,-10.56479172,100.0,0,1974.0,2530,1/22/13
50139,11.0887049325,33.69121711,-9.45005507,0.0,0,32.9933270369,0,7/29/11
36455,0.00372244762382,32.74750562,-5.630633,0.0,0,-0.00383961895014,0,10/10/12
49732,-8.68448415891,32.71120577,-8.81026548,0.0,0,-19.012796401,0,8/6/11
20200,-4.18093262978,33.06037263,-3.83408324,0.0,0,-7.24756527761,0,10/13/12
43777,1286.0,30.5365143,-3.79134872,0.0,0,1988.0,450,1/16/13
42497,458.0,34.73579846,-11.16676157,0.0,0,1990.0,86,2/14/13
52601,326.0,36.36552941,-8.77905499,0.0,0,1995.0,1,3/21/11
65530,30.6313891053,39.11013687,-4.75461109,0.0,0,1961.0,1,3/13/11
73024,1445.0,37.67816216,-3.69879186,0.0,0,1972.0,80,3/2/13
18842,1886.0,31.35287524,-7.68709583,0.0,0,1984.0,1,7/22/11
9474,1343.0,30.01709818,-4.33258278,250.0,0,1982.0,50,2/12/13
44434,1499.0,30.70845573,-3.59108444,0.0,0,2010.0,450,1/29/13
36366,20.3111020524,33.83495799,-3.76408399,0.0,0,-143.366281827,0,10/10/12
47236,1564.0,36.65864318,-3.3307891,0.0,0,2002.0,150,1/4/13
8633,991.0,30.39148972,-5.10506992,500.0,0,1997.0,150,2/3/13
71487,10.4059662931,-0.133698673457,-2e-08,0.0,0,17.5809070069,0,10/25/12
46268,1415.0,37.29307888,-3.2217387,0.0,0,1976.0,1,2/24/13
36093,37.562267137,33.99969741,-3.56849388,0.0,0,30.6873058179,0,11/13/12
2591,1822.0,31.53969095,-7.90807484,500.0,0,1991.0,0,2/1/13
69669,1349.0,30.74937852,-3.41197674,0.0,0,2008.0,500,2/8/13
67377,524.0,37.59776312,-6.89558991,0.0,0,1970.0,450,8/10/11
51185,1542.0,34.84539417,-4.26244399,0.0,0,1998.0,230,1/28/13
24049,1491.0,36.90794506,-3.17881406,0.0,0,2009.0,96,8/3/13
70835,1602.0,35.73363834,-3.30450464,10.0,0,1992.0,150,3/15/13
74176,991.0,37.37037474,-3.30815036,0.0,0,1963.0,100,3/17/13
68037,19.5297378064,35.86593887,-5.97347421,0.0,0,18.2605376477,0,4/12/11
10992,201.0,39.73445071,-10.84665973,0.0,0,1982.0,1,1/27/13
45886,1220.0,33.04857289,-1.84987437,0.0,0,1999.0,300,8/7/11
64793,-1.33800682591,32.6262126,-9.24781007,0.0,0,-2.60746333777,0,7/9/11
40808,334.0,38.69103275,-10.87666127,0.0,0,1978.0,36,2/1/13
62565,3.65595784209,30.51219714,-2.50530793,0.0,0,48.1180770718,0,7/30/11
70379,-3.35791398439,0.0637163332183,-2e-08,0.0,0,-17.7144190546,0,7/18/11
10089,5.11697026093,33.02122705,-3.74548548,0.0,0,-3.76095257295,0,10/12/12
37364,6.24587006494,33.76897675,-9.57524712,0.0,0,6.2195993493,0,7/15/11
43345,8.82243183265,33.43091711,-4.38908379,0.0,0,-24.6601690938,0,10/23/12
39310,26.4081243601,31.87632762,-3.15255484,0.0,0,149.270901708,0,7/17/11
59713,56.8469559672,0.524625301045,-2e-08,0.0,0,53.3627876772,0,7/30/11
28945,1.64796462442,33.59620292,-9.3522683,0.0,0,1.56392499175,0,8/4/11
5074,1773.0,35.25506862,-4.30052711,0.0,0,2010.0,150,2/21/13
54009,-25.0,39.68832862,-7.9593708,0.0,0,-22.4690053398,50,2/21/11
35563,828.0,36.03263045,-10.53104474,0.0,0,2010.0,900,2/12/13
17668,8.28551929274,33.61237059,-8.87481184,0.0,0,-39.5891323163,0,4/3/11
30390,0.0439372204023,33.8783666,-9.63286017,0.0,0,14.3382150463,0,7/14/11
1298,-6.40788645761,30.71672742,-1.28905466,0.0,0,-24.3660414113,0,7/31/11
2993,290.0,38.86287361,-7.16541013,0.0,0,1997.0,500,2/17/11
63712,1230.0,30.4743807,-3.59878746,0.0,0,1990.0,350,2/5/13
61979,1632.0,32.0258239,-8.93900583,0.0,0,1984.0,200,8/19/11
39704,-32.0,40.30198716,-10.32095944,0.0,0,1971.0,500,2/15/13
29191,237.0,38.78345753,-5.10821911,0.0,0,1999.0,150,3/13/11
35649,1.0783178545,34.29424585,-8.6421956,0.0,0,-4.38968985323,0,4/4/11
15840,-40.0,40.11676805,-10.28367558,0.0,0,1405.42690046,270,2/2/13
45415,-8.51399478016,-0.0673880193394,-2e-08,0.0,0,-6.61553160806,0,1/22/13
8055,4.35600233319,36.35396378,-6.22393508,0.0,0,8.9644883743,0,4/12/11
51403,-12.6875369196,-0.272445325438,-2e-08,0.0,0,-76.3046162254,0,2/16/13
33963,-19.0,39.46211242,-8.85092324,0.0,0,1643.25611722,600,2/21/13
21669,1715.0,31.36602526,-7.97201012,0.0,0,1974.0,1,7/29/11
7900,-0.668491941131,0.0623124059599,-2e-08,0.0,0,16.9438524996,0,7/18/11
337,847.0,29.69182833,-4.83944178,600.0,0,2009.0,450,1/26/13
17861,482.0,34.89217109,-11.35532944,200.0,0,2008.0,86,2/17/13
13195,-51.6435239251,36.04584041,-5.92990107,0.0,0,0.25427043044,0,4/6/11
54722,330.0,38.36129061,-9.94014777,0.0,0,1978.0,350,1/18/13
2845,1652.0,34.59648052,-9.08290229,0.0,0,1994.0,25,8/4/11
17111,-0.988580669608,32.94752532,-9.32481172,0.0,0,2.19283412291,0,3/27/11
